tp,fp,fn,tn,precision,recall,f1,false_positive_rate,fault_events,detected_fault_events,fault_event_recall,top10_precision,top10_recall,top20_precision,top20_recall,top30_precision,top30_recall,variant,split,high_threshold,urgent_threshold,w_pre_event,w_leadtime,w_group
15,16,8,127,0.483870967742,0.652173913043,0.555555555556,0.111888111888,2,2,1,1,0.434782608696,0.7,0.608695652174,0.5,0.652173913043,grid_0.40_0.30_0.30,validation,65,80,0.4,0.3,0.3
35,17,42,89,0.673076923077,0.454545454545,0.542635658915,0.160377358491,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.40_0.35_0.25,holdout,70,85,0.4,0.35,0.25
90,79,105,603,0.532544378698,0.461538461538,0.494505494505,0.115835777126,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.40_0.35_0.25,train,70,85,0.4,0.35,0.25
14,12,9,131,0.538461538462,0.608695652174,0.571428571429,0.0839160839161,2,2,1,0.9,0.391304347826,0.65,0.565217391304,0.466666666667,0.608695652174,grid_0.40_0.35_0.25,validation,70,85,0.4,0.35,0.25
35,19,42,87,0.648148148148,0.454545454545,0.534351145038,0.179245283019,8,7,0.875,1,0.12987012987,1,0.25974025974,0.8,0.311688311688,grid_0.40_0.40_0.20,holdout,72.5,87.5,0.4,0.4,0.2
81,92,114,590,0.468208092486,0.415384615385,0.440217391304,0.134897360704,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.40_0.40_0.20,train,72.5,87.5,0.4,0.4,0.2
13,19,10,124,0.40625,0.565217391304,0.472727272727,0.132867132867,2,2,1,0.5,0.217391304348,0.5,0.434782608696,0.433333333333,0.565217391304,grid_0.40_0.40_0.20,validation,72.5,87.5,0.4,0.4,0.2
35,21,42,85,0.625,0.454545454545,0.526315789474,0.198113207547,8,7,0.875,1,0.12987012987,0.85,0.220779220779,0.7,0.272727272727,grid_0.40_0.45_0.15,holdout,75,90,0.4,0.45,0.15
72,116,123,566,0.382978723404,0.369230769231,0.375979112272,0.17008797654,18,16,0.888888888889,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.40_0.45_0.15,train,75,90,0.4,0.45,0.15
10,24,13,119,0.294117647059,0.434782608696,0.350877192982,0.167832167832,2,2,1,0.5,0.217391304348,0.35,0.304347826087,0.333333333333,0.434782608696,grid_0.40_0.45_0.15,validation,75,90,0.4,0.45,0.15
19,12,58,94,0.612903225806,0.246753246753,0.351851851852,0.11320754717,8,5,0.625,0.9,0.116883116883,0.75,0.194805194805,0.633333333333,0.246753246753,grid_0.40_0.50_0.10,holdout,85,95,0.4,0.5,0.1
33,48,162,634,0.407407407407,0.169230769231,0.239130434783,0.0703812316716,18,13,0.722222222222,1,0.0512820512821,1,0.102564102564,0.8,0.123076923077,grid_0.40_0.50_0.10,train,85,95,0.4,0.5,0.1
5,6,18,137,0.454545454545,0.217391304348,0.294117647059,0.041958041958,2,2,1,0.5,0.217391304348,0.25,0.217391304348,0.166666666667,0.217391304348,grid_0.40_0.50_0.10,validation,85,95,0.4,0.5,0.1
24,18,53,88,0.571428571429,0.311688311688,0.403361344538,0.169811320755,8,7,0.875,0.7,0.0909090909091,0.6,0.155844155844,0.6,0.233766233766,grid_0.40_0.55_0.05,holdout,85,95,0.4,0.55,0.05
34,84,161,598,0.28813559322,0.174358974359,0.217252396166,0.123167155425,18,13,0.722222222222,1,0.0512820512821,0.65,0.0666666666667,0.5,0.0769230769231,grid_0.40_0.55_0.05,train,85,95,0.4,0.55,0.05
5,17,18,126,0.227272727273,0.217391304348,0.222222222222,0.118881118881,2,2,1,0.4,0.173913043478,0.25,0.217391304348,0.166666666667,0.217391304348,grid_0.40_0.55_0.05,validation,85,95,0.4,0.55,0.05
22,15,55,91,0.594594594595,0.285714285714,0.385964912281,0.141509433962,8,6,0.75,0.6,0.0779220779221,0.5,0.12987012987,0.533333333333,0.207792207792,grid_0.40_0.60_0.00,holdout,90,95,0.4,0.6,0
23,77,172,605,0.23,0.117948717949,0.15593220339,0.112903225806,18,11,0.611111111111,0.5,0.025641025641,0.45,0.0461538461538,0.366666666667,0.0564102564103,grid_0.40_0.60_0.00,train,90,95,0.4,0.6,0
4,14,19,129,0.222222222222,0.173913043478,0.19512195122,0.0979020979021,2,2,1,0.2,0.0869565217391,0.2,0.173913043478,0.166666666667,0.217391304348,grid_0.40_0.60_0.00,validation,90,95,0.4,0.6,0
60,24,17,82,0.714285714286,0.779220779221,0.745341614907,0.22641509434,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.45_0.00_0.55,holdout,45,65.6419409607,0.45,0,0.55
166,133,29,549,0.555183946488,0.851282051282,0.672064777328,0.195014662757,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.45_0.00_0.55,train,45,65.6419409607,0.45,0,0.55
22,26,1,117,0.458333333333,0.95652173913,0.619718309859,0.181818181818,2,2,1,1,0.434782608696,1,0.869565217391,0.7,0.913043478261,grid_0.45_0.00_0.55,validation,45,65.6419409607,0.45,0,0.55
56,22,21,84,0.717948717949,0.727272727273,0.722580645161,0.207547169811,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.45_0.05_0.50,holdout,50,66.007997746,0.45,0.05,0.5
163,116,32,566,0.584229390681,0.835897435897,0.68776371308,0.17008797654,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.45_0.05_0.50,train,50,66.007997746,0.45,0.05,0.5
20,22,3,121,0.47619047619,0.869565217391,0.615384615385,0.153846153846,2,2,1,1,0.434782608696,0.95,0.826086956522,0.633333333333,0.826086956522,grid_0.45_0.05_0.50,validation,50,66.007997746,0.45,0.05,0.5
46,11,31,95,0.80701754386,0.597402597403,0.686567164179,0.103773584906,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.45_0.10_0.45,holdout,57.5,72.5,0.45,0.1,0.45
138,35,57,647,0.797687861272,0.707692307692,0.75,0.0513196480938,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.45_0.10_0.45,train,57.5,72.5,0.45,0.1,0.45
19,2,4,141,0.904761904762,0.826086956522,0.863636363636,0.013986013986,2,2,1,1,0.434782608696,0.95,0.826086956522,0.633333333333,0.826086956522,grid_0.45_0.10_0.45,validation,57.5,72.5,0.45,0.1,0.45
50,22,27,84,0.694444444444,0.649350649351,0.671140939597,0.207547169811,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.45_0.15_0.40,holdout,57.5,72.5,0.45,0.15,0.4
139,114,56,568,0.549407114625,0.712820512821,0.620535714286,0.16715542522,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.45_0.15_0.40,train,57.5,72.5,0.45,0.15,0.4
19,22,4,121,0.463414634146,0.826086956522,0.59375,0.153846153846,2,2,1,1,0.434782608696,0.85,0.739130434783,0.6,0.782608695652,grid_0.45_0.15_0.40,validation,57.5,72.5,0.45,0.15,0.4
47,22,30,84,0.68115942029,0.61038961039,0.643835616438,0.207547169811,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.45_0.20_0.35,holdout,60,75,0.45,0.2,0.35
127,126,68,556,0.501976284585,0.651282051282,0.566964285714,0.184750733138,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.45_0.20_0.35,train,60,75,0.45,0.2,0.35
17,26,6,117,0.395348837209,0.739130434783,0.515151515152,0.181818181818,2,2,1,1,0.434782608696,0.75,0.652173913043,0.566666666667,0.739130434783,grid_0.45_0.20_0.35,validation,60,75,0.45,0.2,0.35
34,10,43,96,0.772727272727,0.441558441558,0.561983471074,0.0943396226415,8,6,0.75,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.45_0.25_0.30,holdout,70,85,0.45,0.25,0.3
88,32,107,650,0.733333333333,0.451282051282,0.55873015873,0.0469208211144,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.45_0.25_0.30,train,70,85,0.45,0.25,0.3
14,4,9,139,0.777777777778,0.608695652174,0.682926829268,0.027972027972,2,2,1,1,0.434782608696,0.7,0.608695652174,0.466666666667,0.608695652174,grid_0.45_0.25_0.30,validation,70,85,0.45,0.25,0.3
36,17,41,89,0.679245283019,0.467532467532,0.553846153846,0.160377358491,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.45_0.30_0.25,holdout,70,85,0.45,0.3,0.25
86,80,109,602,0.518072289157,0.441025641026,0.476454293629,0.117302052786,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.45_0.30_0.25,train,70,85,0.45,0.3,0.25
14,12,9,131,0.538461538462,0.608695652174,0.571428571429,0.0839160839161,2,2,1,0.9,0.391304347826,0.65,0.565217391304,0.466666666667,0.608695652174,grid_0.45_0.30_0.25,validation,70,85,0.45,0.3,0.25
35,18,42,88,0.660377358491,0.454545454545,0.538461538462,0.169811320755,8,7,0.875,1,0.12987012987,1,0.25974025974,0.9,0.350649350649,grid_0.45_0.35_0.20,holdout,72.5,87.5,0.45,0.35,0.2
78,97,117,585,0.445714285714,0.4,0.421621621622,0.142228739003,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.45_0.35_0.20,train,72.5,87.5,0.45,0.35,0.2
13,18,10,125,0.41935483871,0.565217391304,0.481481481481,0.125874125874,2,2,1,0.6,0.260869565217,0.5,0.434782608696,0.4,0.521739130435,grid_0.45_0.35_0.20,validation,72.5,87.5,0.45,0.35,0.2
35,21,42,85,0.625,0.454545454545,0.526315789474,0.198113207547,8,7,0.875,1,0.12987012987,0.85,0.220779220779,0.7,0.272727272727,grid_0.45_0.40_0.15,holdout,75,90,0.45,0.4,0.15
68,117,127,565,0.367567567568,0.348717948718,0.357894736842,0.171554252199,18,16,0.888888888889,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.45_0.40_0.15,train,75,90,0.45,0.4,0.15
10,23,13,120,0.30303030303,0.434782608696,0.357142857143,0.160839160839,2,2,1,0.5,0.217391304348,0.45,0.391304347826,0.3,0.391304347826,grid_0.45_0.40_0.15,validation,75,90,0.45,0.4,0.15
32,19,45,87,0.627450980392,0.415584415584,0.5,0.179245283019,8,7,0.875,1,0.12987012987,0.75,0.194805194805,0.633333333333,0.246753246753,grid_0.45_0.45_0.10,holdout,80,95,0.45,0.45,0.1
46,96,149,586,0.323943661972,0.235897435897,0.272997032641,0.140762463343,18,14,0.777777777778,1,0.0512820512821,0.95,0.0974358974359,0.766666666667,0.117948717949,grid_0.45_0.45_0.10,train,80,95,0.45,0.45,0.1
6,19,17,124,0.24,0.260869565217,0.25,0.132867132867,2,2,1,0.4,0.173913043478,0.25,0.217391304348,0.3,0.391304347826,grid_0.45_0.45_0.10,validation,80,95,0.45,0.45,0.1
25,21,52,85,0.54347826087,0.324675324675,0.406504065041,0.198113207547,8,7,0.875,0.7,0.0909090909091,0.65,0.168831168831,0.6,0.233766233766,grid_0.45_0.50_0.05,holdout,82.5,95,0.45,0.5,0.05
37,116,158,566,0.241830065359,0.189743589744,0.212643678161,0.17008797654,18,13,0.722222222222,1,0.0512820512821,0.65,0.0666666666667,0.5,0.0769230769231,grid_0.45_0.50_0.05,train,82.5,95,0.45,0.5,0.05
5,24,18,119,0.172413793103,0.217391304348,0.192307692308,0.167832167832,2,2,1,0.3,0.130434782609,0.2,0.173913043478,0.166666666667,0.217391304348,grid_0.45_0.50_0.05,validation,82.5,95,0.45,0.5,0.05
21,16,56,90,0.567567567568,0.272727272727,0.368421052632,0.150943396226,8,6,0.75,0.6,0.0779220779221,0.55,0.142857142857,0.533333333333,0.207792207792,grid_0.45_0.55_0.00,holdout,90,95,0.45,0.55,0
22,75,173,607,0.226804123711,0.112820512821,0.150684931507,0.109970674487,18,12,0.666666666667,0.5,0.025641025641,0.45,0.0461538461538,0.366666666667,0.0564102564103,grid_0.45_0.55_0.00,train,90,95,0.45,0.55,0
4,12,19,131,0.25,0.173913043478,0.205128205128,0.0839160839161,2,2,1,0.2,0.0869565217391,0.2,0.173913043478,0.133333333333,0.173913043478,grid_0.45_0.55_0.00,validation,90,95,0.45,0.55,0
53,16,24,90,0.768115942029,0.688311688312,0.72602739726,0.150943396226,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.50_0.00_0.50,holdout,52.5,67.5,0.5,0,0.5
149,85,46,597,0.636752136752,0.764102564103,0.694638694639,0.124633431085,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.50_0.00_0.50,train,52.5,67.5,0.5,0,0.5
19,9,4,134,0.678571428571,0.826086956522,0.745098039216,0.0629370629371,2,2,1,1,0.434782608696,0.9,0.782608695652,0.633333333333,0.826086956522,grid_0.50_0.00_0.50,validation,52.5,67.5,0.5,0,0.5
54,24,23,82,0.692307692308,0.701298701299,0.696774193548,0.22641509434,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.50_0.05_0.45,holdout,52.5,67.5,0.5,0.05,0.45
149,131,46,551,0.532142857143,0.764102564103,0.627368421053,0.192082111437,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.50_0.05_0.45,train,52.5,67.5,0.5,0.05,0.45
19,27,4,116,0.413043478261,0.826086956522,0.550724637681,0.188811188811,2,2,1,1,0.434782608696,0.9,0.782608695652,0.6,0.782608695652,grid_0.50_0.05_0.45,validation,52.5,67.5,0.5,0.05,0.45
48,23,29,83,0.676056338028,0.623376623377,0.648648648649,0.216981132075,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.50_0.10_0.40,holdout,57.5,72.5,0.5,0.1,0.4
131,118,64,564,0.526104417671,0.671794871795,0.59009009009,0.173020527859,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.50_0.10_0.40,train,57.5,72.5,0.5,0.1,0.4
18,23,5,120,0.439024390244,0.782608695652,0.5625,0.160839160839,2,2,1,1,0.434782608696,0.85,0.739130434783,0.6,0.782608695652,grid_0.50_0.10_0.40,validation,57.5,72.5,0.5,0.1,0.4
45,24,32,82,0.652173913043,0.584415584416,0.616438356164,0.22641509434,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.50_0.15_0.35,holdout,60,75,0.5,0.15,0.35
122,128,73,554,0.488,0.625641025641,0.548314606742,0.187683284457,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.50_0.15_0.35,train,60,75,0.5,0.15,0.35
17,28,6,115,0.377777777778,0.739130434783,0.5,0.195804195804,2,2,1,1,0.434782608696,0.7,0.608695652174,0.5,0.652173913043,grid_0.50_0.15_0.35,validation,60,75,0.5,0.15,0.35
36,10,41,96,0.782608695652,0.467532467532,0.585365853659,0.0943396226415,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.50_0.20_0.30,holdout,70,85,0.5,0.2,0.3
87,36,108,646,0.707317073171,0.446153846154,0.547169811321,0.0527859237537,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.50_0.20_0.30,train,70,85,0.5,0.2,0.3
14,4,9,139,0.777777777778,0.608695652174,0.682926829268,0.027972027972,2,2,1,1,0.434782608696,0.7,0.608695652174,0.466666666667,0.608695652174,grid_0.50_0.20_0.30,validation,70,85,0.5,0.2,0.3
41,23,36,83,0.640625,0.532467532468,0.581560283688,0.216981132075,8,7,0.875,1,0.12987012987,1,0.25974025974,0.933333333333,0.363636363636,grid_0.50_0.25_0.25,holdout,67.5,82.5,0.5,0.25,0.25
95,126,100,556,0.429864253394,0.487179487179,0.456730769231,0.184750733138,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.50_0.25_0.25,train,67.5,82.5,0.5,0.25,0.25
14,27,9,116,0.341463414634,0.608695652174,0.4375,0.188811188811,2,2,1,0.9,0.391304347826,0.6,0.521739130435,0.466666666667,0.608695652174,grid_0.50_0.25_0.25,validation,67.5,82.5,0.5,0.25,0.25
35,20,42,86,0.636363636364,0.454545454545,0.530303030303,0.188679245283,8,7,0.875,1,0.12987012987,1,0.25974025974,0.9,0.350649350649,grid_0.50_0.30_0.20,holdout,72.5,87.5,0.5,0.3,0.2
73,103,122,579,0.414772727273,0.374358974359,0.393530997305,0.151026392962,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.50_0.30_0.20,train,72.5,87.5,0.5,0.3,0.2
11,20,12,123,0.354838709677,0.478260869565,0.407407407407,0.13986013986,2,2,1,0.9,0.391304347826,0.5,0.434782608696,0.366666666667,0.478260869565,grid_0.50_0.30_0.20,validation,72.5,87.5,0.5,0.3,0.2
35,21,42,85,0.625,0.454545454545,0.526315789474,0.198113207547,8,7,0.875,1,0.12987012987,0.85,0.220779220779,0.733333333333,0.285714285714,grid_0.50_0.35_0.15,holdout,75,90,0.5,0.35,0.15
64,116,131,566,0.355555555556,0.328205128205,0.341333333333,0.17008797654,18,15,0.833333333333,1,0.0512820512821,1,0.102564102564,0.966666666667,0.148717948718,grid_0.50_0.35_0.15,train,75,90,0.5,0.35,0.15
10,26,13,117,0.277777777778,0.434782608696,0.338983050847,0.181818181818,2,2,1,0.5,0.217391304348,0.45,0.391304347826,0.333333333333,0.434782608696,grid_0.50_0.35_0.15,validation,75,90,0.5,0.35,0.15
33,20,44,86,0.622641509434,0.428571428571,0.507692307692,0.188679245283,8,7,0.875,1,0.12987012987,0.8,0.207792207792,0.633333333333,0.246753246753,grid_0.50_0.40_0.10,holdout,80,95,0.5,0.4,0.1
47,104,148,578,0.311258278146,0.241025641026,0.271676300578,0.152492668622,18,14,0.777777777778,1,0.0512820512821,0.9,0.0923076923077,0.666666666667,0.102564102564,grid_0.50_0.40_0.10,train,80,95,0.5,0.4,0.1
9,20,14,123,0.310344827586,0.391304347826,0.346153846154,0.13986013986,2,2,1,0.4,0.173913043478,0.4,0.347826086957,0.3,0.391304347826,grid_0.50_0.40_0.10,validation,80,95,0.5,0.4,0.1
31,21,46,85,0.596153846154,0.402597402597,0.480620155039,0.198113207547,8,7,0.875,0.7,0.0909090909091,0.65,0.168831168831,0.633333333333,0.246753246753,grid_0.50_0.45_0.05,holdout,82.5,95,0.5,0.45,0.05
38,120,157,562,0.240506329114,0.194871794872,0.215297450425,0.175953079179,18,13,0.722222222222,1,0.0512820512821,0.65,0.0666666666667,0.466666666667,0.0717948717949,grid_0.50_0.45_0.05,train,82.5,95,0.5,0.45,0.05
5,23,18,120,0.178571428571,0.217391304348,0.196078431373,0.160839160839,2,2,1,0.3,0.130434782609,0.2,0.173913043478,0.2,0.260869565217,grid_0.50_0.45_0.05,validation,82.5,95,0.5,0.45,0.05
21,17,56,89,0.552631578947,0.272727272727,0.365217391304,0.160377358491,8,6,0.75,0.6,0.0779220779221,0.55,0.142857142857,0.566666666667,0.220779220779,grid_0.50_0.50_0.00,holdout,90,95,0.5,0.5,0
22,78,173,604,0.22,0.112820512821,0.149152542373,0.114369501466,18,12,0.666666666667,0.5,0.025641025641,0.4,0.0410256410256,0.333333333333,0.0512820512821,grid_0.50_0.50_0.00,train,90,95,0.5,0.5,0
4,11,19,132,0.266666666667,0.173913043478,0.210526315789,0.0769230769231,2,2,1,0.2,0.0869565217391,0.2,0.173913043478,0.133333333333,0.173913043478,grid_0.50_0.50_0.00,validation,90,95,0.5,0.5,0
45,15,32,91,0.75,0.584415584416,0.656934306569,0.141509433962,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.55_0.00_0.45,holdout,57.5,72.5,0.55,0,0.45
127,73,68,609,0.635,0.651282051282,0.643037974684,0.107038123167,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.55_0.00_0.45,train,57.5,72.5,0.55,0,0.45
18,6,5,137,0.75,0.782608695652,0.765957446809,0.041958041958,2,2,1,1,0.434782608696,0.9,0.782608695652,0.6,0.782608695652,grid_0.55_0.00_0.45,validation,57.5,72.5,0.55,0,0.45
45,17,32,89,0.725806451613,0.584415584416,0.647482014388,0.160377358491,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.55_0.05_0.40,holdout,60,75,0.55,0.05,0.4
115,98,80,584,0.539906103286,0.589743589744,0.563725490196,0.143695014663,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.55_0.05_0.40,train,60,75,0.55,0.05,0.4
17,12,6,131,0.586206896552,0.739130434783,0.653846153846,0.0839160839161,2,2,1,1,0.434782608696,0.75,0.652173913043,0.566666666667,0.739130434783,grid_0.55_0.05_0.40,validation,60,75,0.55,0.05,0.4
44,20,33,86,0.6875,0.571428571429,0.624113475177,0.188679245283,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.55_0.10_0.35,holdout,62.5,77.5,0.55,0.1,0.35
110,109,85,573,0.502283105023,0.564102564103,0.531400966184,0.159824046921,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.55_0.10_0.35,train,62.5,77.5,0.55,0.1,0.35
15,16,8,127,0.483870967742,0.652173913043,0.555555555556,0.111888111888,2,2,1,1,0.434782608696,0.7,0.608695652174,0.5,0.652173913043,grid_0.55_0.10_0.35,validation,62.5,77.5,0.55,0.1,0.35
42,16,35,90,0.724137931034,0.545454545455,0.622222222222,0.150943396226,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.55_0.15_0.30,holdout,67.5,82.5,0.55,0.15,0.3
98,89,97,593,0.524064171123,0.502564102564,0.513089005236,0.130498533724,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.55_0.15_0.30,train,67.5,82.5,0.55,0.15,0.3
14,9,9,134,0.608695652174,0.608695652174,0.608695652174,0.0629370629371,2,2,1,1,0.434782608696,0.65,0.565217391304,0.466666666667,0.608695652174,grid_0.55_0.15_0.30,validation,67.5,82.5,0.55,0.15,0.3
33,13,44,93,0.717391304348,0.428571428571,0.536585365854,0.122641509434,8,7,0.875,1,0.12987012987,1,0.25974025974,0.933333333333,0.363636363636,grid_0.55_0.20_0.25,holdout,72.5,87.5,0.55,0.2,0.25
71,63,124,619,0.529850746269,0.364102564103,0.431610942249,0.0923753665689,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.55_0.20_0.25,train,72.5,87.5,0.55,0.2,0.25
12,7,11,136,0.631578947368,0.521739130435,0.571428571429,0.048951048951,2,2,1,1,0.434782608696,0.6,0.521739130435,0.4,0.521739130435,grid_0.55_0.20_0.25,validation,72.5,87.5,0.55,0.2,0.25
37,22,40,84,0.627118644068,0.480519480519,0.544117647059,0.207547169811,8,7,0.875,1,0.12987012987,1,0.25974025974,0.9,0.350649350649,grid_0.55_0.25_0.20,holdout,72.5,87.5,0.55,0.25,0.2
71,118,124,564,0.375661375661,0.364102564103,0.369791666667,0.173020527859,18,17,0.944444444444,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.55_0.25_0.20,train,72.5,87.5,0.55,0.25,0.2
11,24,12,119,0.314285714286,0.478260869565,0.379310344828,0.167832167832,2,2,1,0.9,0.391304347826,0.5,0.434782608696,0.333333333333,0.434782608696,grid_0.55_0.25_0.20,validation,72.5,87.5,0.55,0.25,0.2
32,18,45,88,0.64,0.415584415584,0.503937007874,0.169811320755,8,7,0.875,1,0.12987012987,0.85,0.220779220779,0.766666666667,0.298701298701,grid_0.55_0.30_0.15,holdout,77.5,92.5,0.55,0.3,0.15
55,92,140,590,0.374149659864,0.282051282051,0.321637426901,0.134897360704,18,14,0.777777777778,1,0.0512820512821,1,0.102564102564,0.933333333333,0.14358974359,grid_0.55_0.30_0.15,train,77.5,92.5,0.55,0.3,0.15
10,14,13,129,0.416666666667,0.434782608696,0.425531914894,0.0979020979021,2,2,1,0.6,0.260869565217,0.5,0.434782608696,0.333333333333,0.434782608696,grid_0.55_0.30_0.15,validation,77.5,92.5,0.55,0.3,0.15
33,20,44,86,0.622641509434,0.428571428571,0.507692307692,0.188679245283,8,7,0.875,1,0.12987012987,0.8,0.207792207792,0.633333333333,0.246753246753,grid_0.55_0.35_0.10,holdout,80,95,0.55,0.35,0.1
49,107,146,575,0.314102564103,0.251282051282,0.279202279202,0.156891495601,18,14,0.777777777778,1,0.0512820512821,0.85,0.0871794871795,0.666666666667,0.102564102564,grid_0.55_0.35_0.10,train,80,95,0.55,0.35,0.1
9,20,14,123,0.310344827586,0.391304347826,0.346153846154,0.13986013986,2,2,1,0.3,0.130434782609,0.4,0.347826086957,0.3,0.391304347826,grid_0.55_0.35_0.10,validation,80,95,0.55,0.35,0.1
33,21,44,85,0.611111111111,0.428571428571,0.503816793893,0.198113207547,8,7,0.875,0.7,0.0909090909091,0.65,0.168831168831,0.633333333333,0.246753246753,grid_0.55_0.40_0.05,holdout,82.5,95,0.55,0.4,0.05
41,116,154,566,0.261146496815,0.210256410256,0.232954545455,0.17008797654,18,14,0.777777777778,1,0.0512820512821,0.6,0.0615384615385,0.5,0.0769230769231,grid_0.55_0.40_0.05,train,82.5,95,0.55,0.4,0.05
8,26,15,117,0.235294117647,0.347826086957,0.280701754386,0.181818181818,2,2,1,0.3,0.130434782609,0.2,0.173913043478,0.266666666667,0.347826086957,grid_0.55_0.40_0.05,validation,82.5,95,0.55,0.4,0.05
22,21,55,85,0.511627906977,0.285714285714,0.366666666667,0.198113207547,8,7,0.875,0.7,0.0909090909091,0.55,0.142857142857,0.566666666667,0.220779220779,grid_0.55_0.45_-0.00,holdout,87.5,95,0.55,0.45,-0
25,107,170,575,0.189393939394,0.128205128205,0.152905198777,0.156891495601,18,12,0.666666666667,0.4,0.0205128205128,0.35,0.0358974358974,0.3,0.0461538461538,grid_0.55_0.45_-0.00,train,87.5,95,0.55,0.45,-0
4,21,19,122,0.16,0.173913043478,0.166666666667,0.146853146853,2,2,1,0.2,0.0869565217391,0.2,0.173913043478,0.133333333333,0.173913043478,grid_0.55_0.45_-0.00,validation,87.5,95,0.55,0.45,-0
46,23,31,83,0.666666666667,0.597402597403,0.630136986301,0.216981132075,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.60_0.00_0.40,holdout,57.5,72.5,0.6,0,0.4
119,123,76,559,0.49173553719,0.610256410256,0.544622425629,0.180351906158,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.60_0.00_0.40,train,57.5,72.5,0.6,0,0.4
17,24,6,119,0.414634146341,0.739130434783,0.53125,0.167832167832,2,2,1,1,0.434782608696,0.75,0.652173913043,0.5,0.652173913043,grid_0.60_0.00_0.40,validation,57.5,72.5,0.6,0,0.4
44,24,33,82,0.647058823529,0.571428571429,0.606896551724,0.22641509434,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.60_0.05_0.35,holdout,60,75,0.6,0.05,0.35
111,133,84,549,0.454918032787,0.569230769231,0.50569476082,0.195014662757,18,18,1,1,0.0512820512821,1,0.102564102564,1,0.153846153846,grid_0.60_0.05_0.35,train,60,75,0.6,0.05,0.35
15,28,8,115,0.348837209302,0.652173913043,0.454545454545,0.195804195804,2,2,1,1,0.434782608696,0.65,0.565217391304,0.466666666667,0.608695652174,grid_0.60_0.05_0.35,validation,60,75,0.6,0.05,0.35
37,12,40,94,0.755102040816,0.480519480519,0.587301587302,0.11320754717,8,7,0.875,1,0.12987012987,1,0.25974025974,1,0.38961038961,grid_0.60_0.10_0.30,holdout,70,85,0.6,0.1,0.3
